GRB,EP,Instrument,RA_deg,Dec_deg,Error_deg,po_CircularID,TriggerDate,TriggerTime,time_CircularID,T90_s,T90_err_s,T90_CircularID,GRBType,CircularID,EnergyBand,redshift,Comment,CircularType
,EP251130a,EP/WXT,101.021,27.384,0.0027777777777777,42915.0,2025-11-30,11:04:00,42915.0,230.0,,42915.0,,"42918, 42969, 42915, 42963, 42903",,4.035,,"Detection, Optical, Spectroscopy, Redshift, Observation; Detection, X-ray, Optical, Redshift, Observation; Detection, Localization, Refined Localization, X-ray, Optical, Spectroscopy, Observation; Detection, Localization, X-ray, Observation"
,EP251124b,EP/WXT,93.493,52.694,0.0433333333333333,42834.0,2025-11-24,17:23:02,42834.0,,,,,42834,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP251124a,EP/WXT,43.732,41.577,0.05,42816.0,2025-11-24,11:10:05,42816.0,,,,,42816,,,,"Detection, Localization, X-ray, Observation"
,EP251102a,EP/WXT,113.14,7.322,0.04,42548.0,2025-11-02,21:22:22,42548.0,400.0,,42548.0,,42548,,,,"Detection, Localization, X-ray, Optical, Spectroscopy, Observation"
,EP251023a,EP/WXT,127.151,20.871,0.05,42388.0,2025-10-23,02:31:09,42388.0,,,,,"42388, 42398, 42406",,2.232,,"Detection, Localization, X-ray, Optical, Observation; Detection, X-ray, Optical, Spectroscopy, Redshift, Observation; Detection, X-ray, Optical, Redshift, Observation"
,EP251021b,EP/WXT,306.742,-38.286,0.0383333333333333,42377.0,2025-10-21,14:28:05,42377.0,30.0,,42377.0,,42377,,,,"Detection, Localization, X-ray, Observation"
,EP251003a,EP/WXT,56.934,-10.929,0.0424833333333333,42107.0,2025-10-03,18:11:50,42107.0,,,,,42107,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250916a,EP/WXT,268.279,-35.317,0.04,41841.0,2025-09-16,03:33:13,41841.0,,,,,41841,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250911a,EP/WXT,357.5194,29.2999,0.0027777777777777,41809.0,2025-09-11,08:57:55,41809.0,34.0,,41809.0,,"41811, 41788, 41809",,3.84,,"Detection, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, X-ray, Observation; Detection, Refined Localization, X-ray, Optical, Spectroscopy, Observation"
,EP250908c,EP/WXT,8.2167,-50.4612,0.0027777777777777,41763.0,2025-09-08,23:49:53,41763.0,62.0,,41763.0,,"41754, 41763, 41816",,2.87,,"Detection, Localization, X-ray, Observation; Detection, Refined Localization, X-ray, Spectroscopy, Host Galaxy, Observation; Detection, Localization, X-ray, Optical, Spectroscopy, Redshift, Host Galaxy, Observation"
,EP250908b,EP/WXT,297.534,-57.505,0.0416666666666666,41752.0,2025-09-08,18:26:08,41752.0,13.0,,41752.0,,41752,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250908a,EP/WXT,,,,41757.0,2025-09-08,15:43:42,41757.0,,,,,41757,,,Not a real source.,"Detection, X-ray"
,EP250905b,EP/WXT,90.724,-54.167,0.04,41735.0,2025-09-05,19:18:28,41735.0,,,,,41735,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250905a,EP/WXT,4.4504,37.4697,0.0027777777777777,41737.0,2025-09-05,11:07:08,41737.0,,,,,"41725, 41737",,,,"Detection, Localization, X-ray, Observation; Detection, Refined Localization, X-ray, Spectroscopy, Observation"
,EP250903a,EP/WXT,339.1101,-49.8541,0.0027777777777777,41693.0,2025-09-03,13:59:40,41693.0,200.0,,41693.0,,"41693, 41674, 41680",,0.24,,"Detection, Refined Localization, X-ray, Spectroscopy, Observation; Detection, Localization, X-ray, Observation; Detection, X-ray, Optical, Redshift, Host Galaxy, Observation"
,EP250901a,EP/WXT,273.0416,18.7052,0.0027777777777777,41651.0,2025-09-01,12:02:50,41651.0,150.0,,41651.0,,"41651, 41627",0.5-4 keV,,,"Detection, Localization, Refined Localization, X-ray, Spectroscopy, Observation; Detection, Localization, X-ray, Observation"
,EP250831a,EP/WXT,42.951,-36.175,0.0483333333333333,41619.0,2025-08-31,09:49:12,41619.0,300.0,,41619.0,,41619,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250828a,EP/WXT,327.8932,20.5429,0.0027777777777777,41592.0,2025-08-28,07:27:16,41592.0,1500.0,,41592.0,,"41574, 41592",,,,"Detection, Localization, X-ray, Observation; Refined Localization, X-ray, Optical, Spectroscopy, Observation"
,EP250827b,EP/WXT,36.581,37.499,0.04,41635.0,2025-08-27,06:22:27,41635.0,,,,,"41641, 41669, 41639, 41838, 41635",,0.12,,"Detection, Localization, X-ray, Optical, Timing, Redshift, Upper Limit, Observation; Detection, Localization, X-ray, Optical, Redshift, Observation; X-ray, Spectroscopy, Redshift, Observation; Optical, Radio, Redshift, Observation; Detection, Localization, X-ray, Optical, Spectroscopy, Redshift, Host Galaxy, Upper Limit, Observation"
,EP250827a,EP/WXT,3.488,-56.463,0.05,41553.0,2025-08-27,07:40:43,41553.0,,,,,"41568, 41563, 41553, 41596, 41557, 41570",,"1.613, 1.61",,"Detection, Localization, X-ray, Optical, Redshift, Observation; Detection, Localization, X-ray, Optical, Spectroscopy, Redshift, Upper Limit, Observation; Detection, Localization, X-ray, Observation; Detection, Localization, X-ray, Optical, Redshift, Upper Limit, Observation; Detection, Optical, Redshift, Observation; Localization, Optical, Redshift, Observation"
,EP250821a,EP/WXT,289.856,-43.41,0.05,41459.0,2025-08-21,07:18:29,41459.0,,,,,"41549, 41459, 41490",,0.577,,"Optical, Redshift, Host Galaxy, Observation; Detection, Localization, X-ray, Observation; Detection, X-ray, Optical, Spectroscopy, Redshift, Host Galaxy, Observation"
,EP250812a,EP/WXT,30.9931,-9.3191,0.0027777777777777,41339.0,2025-08-12,13:09:03,41339.0,37.0,,41339.0,,"41339, 41327",,,,"Detection, Refined Localization, X-ray, Spectroscopy, Host Galaxy, Observation; Detection, Localization, X-ray, Observation"
,EP250807a,EP/WXT,281.311,14.383,0.05,41277.0,2025-08-07,23:33:02,41277.0,,,,,41277,,,,"Detection, Localization, X-ray, Optical, Spectroscopy, Timing, Observation"
,EP250806a,EP/WXT,335.1028,-26.8738,0.0027777777777777,41256.0,2025-08-06,09:17:30,41256.0,50.0,,41256.0,,"41256, 41246",,,,"Detection, Refined Localization, X-ray, Spectroscopy, Observation; Detection, Localization, X-ray, Observation"
,EP250802a,EP/WXT,303.321,24.814,0.0516666666666666,41221.0,2025-08-02,10:37:08,41221.0,650.0,,41221.0,,41221,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250730a,EP/WXT,313.264,-4.648,0.035,41207.0,2025-07-30,06:06:09,41207.0,250.0,,41207.0,,41207,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250711a,EP/WXT,292.153,4.707,0.0366666666666666,41070.0,2025-07-11,17:10:56,41070.0,1300.0,,41070.0,,41070,,,,"Detection, Localization, X-ray, Spectroscopy, Upper Limit, Observation"
,EP250612a,EP/WXT,229.6534,-26.7673,0.0027777777777777,40720.0,2025-06-12,12:27:38,40720.0,35.0,,40720.0,,"40700, 40720",,,,"Detection, Localization, X-ray, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Observation"
,EP250610a,EP/WXT,248.3567,38.5362,0.0027777777777777,40669.0,2025-06-10,04:23:24,40669.0,140.0,,40669.0,,"40669, 40660",,,,"Detection, Refined Localization, X-ray, Optical, Spectroscopy, Observation; Detection, Localization, X-ray, Observation"
,EP250526a,EP/WXT,217.049,-34.355,0.0483333333333333,40550.0,2025-05-26,19:24:55,40554.0,175.0,,40554.0,,"40550, 40554",,,,"Detection, Localization, X-ray, Observation; Detection, Refined Localization, X-ray, Optical, Spectroscopy, Timing, Observation"
,EP250511a,EP/WXT,202.1113,-2.7023,0.0027777777777777,40434.0,2025-05-11,07:59:59,40434.0,50.0,,40434.0,,"40434, 40429",,,,"Detection, Refined Localization, X-ray, Spectroscopy, Observation; Detection, Localization, X-ray, Observation"
,EP250508a,EP/WXT,178.2555,-19.9244,0.0027777777777777,40399.0,2025-05-08,06:02:28.850000,40399.0,60.0,,40399.0,,"40390, 40399",,,,"Detection, Localization, X-ray, Observation; Detection, Refined Localization, X-ray, Spectroscopy, Observation"
,EP250428b,EP/WXT,220.479,2.09,0.045,40277.0,2025-04-28,06:05:31,40277.0,,,,,"40277, 40309",,,,"Detection, Localization, X-ray, Spectroscopy, Observation; Detection, X-ray, Optical, Redshift, Host Galaxy, Upper Limit, Observation"
,EP250421a,EP/WXT,172.413,-24.683,0.05,40198.0,2025-04-21,16:16:28,40198.0,,,,,40198,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250407a,EP/WXT,134.813,-38.956,0.0416666666666666,40118.0,2025-04-07,23:27:23,40118.0,70.0,,40118.0,,40118,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250402a,EP/WXT,172.168,-47.29,0.0416666666666666,40017.0,2025-04-02,12:29:06.850000,40017.0,80.0,,40017.0,,40017,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250324a,EP/WXT,,,,39866.0,2025-03-24,09:38:23,39866.0,,,,,39866,,,Not a real source.,"Detection, X-ray"
,EP250321a,EP/WXT,179.2623,17.3621,0.0027777777777777,39833.0,2025-03-21,06:06:44.850000,39833.0,600.0,,39833.0,,"39812, 39800, 39809, 39833",0.5-4 keV,4.368,,"Detection, Localization, X-ray, Optical, Redshift, Observation; Detection, Localization, X-ray, Observation; Detection, Optical, Infrared, Redshift, Observation; Detection, Localization, Refined Localization, X-ray, Optical, Infrared, Spectroscopy, Redshift, Observation"
,EP250315a,EP/WXT,203.0287,-9.5301,0.0027777777777777,39738.0,2025-03-15,05:58:16,39738.0,280.0,,39738.0,,"39731, 39738",,,,"Detection, Localization, X-ray, Observation; Detection, Localization, Refined Localization, X-ray, Optical, Spectroscopy, Observation"
,EP250308a,EP/WXT,210.581,18.515,0.0483333333333333,39625.0,2025-03-08,17:03:57,39625.0,,,,,39625,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250304a,EP/WXT,208.3953,-42.805,0.0027777777777777,39591.0,2025-03-04,01:29:49,39591.0,1200.0,,39591.0,,"39587, 39580, 39591, 39585",,0.2,,"Detection, Localization, X-ray, Optical, Redshift, Observation; Detection, Localization, X-ray, Observation; Detection, Refined Localization, X-ray, Optical, Spectroscopy, Redshift, Observation; Detection, X-ray, Optical, Spectroscopy, Redshift, Observation"
,EP250302a,EP/WXT,169.5151,33.5851,0.0027777777777777,39556.0,2025-03-02,15:36:04,39556.0,,,,,"39560, 39564, 39556, 39561, 39574",,"1.131, 0.549",,"Detection, Localization, Optical, Spectroscopy, Redshift, Observation; Detection, X-ray, Optical, Infrared, Spectroscopy, Redshift, Observation; Detection, X-ray, Optical, Spectroscopy, Observation; Localization, Optical, Redshift, Observation; Infrared, Spectroscopy, Redshift"
,EP250228a,EP/WXT,103.607,-41.581,0.05,39525.0,2025-02-28,03:59:09,39525.0,,,,,39525,,,,"Detection, Localization, X-ray, Observation"
,EP250227a,EP/WXT,204.133,-13.82,0.045,39532.0,2025-02-27,04:39:40,39532.0,40.0,,39532.0,,39532,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250225a,EP/WXT,141.272,-4.932,0.0466666666666666,39475.0,2025-02-25,12:13:50,39475.0,600.0,,39475.0,,"39475, 39573",,0.587,,"Detection, Localization, X-ray, Spectroscopy, Observation; Detection, Localization, X-ray, Optical, Spectroscopy, Redshift, Observation"
,EP250223a,EP/WXT,98.2748,-22.4443,0.0027777777777777,39448.0,2025-02-23,15:02:05.660000,39448.0,140.0,,39448.0,,"39438, 39445, 39448, 39440, 39429, 39476",,2.756,,"Detection, Localization, X-ray, Optical, Spectroscopy, Redshift; Detection, X-ray, Optical, Redshift, Observation; Detection, Refined Localization, X-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, X-ray, Observation; Detection, Optical, Redshift, Observation"
,EP250220a,EP/WXT,113.4,39.795,0.0468333333333333,39387.0,2025-02-20,02:11:59,39387.0,,,,,39387,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250212a,EP/WXT,114.949,60.493,0.0483333333333333,39308.0,2025-02-12,07:44:07,39308.0,360.0,,39308.0,,39308,,,,"Detection, Localization, X-ray, Infrared, Spectroscopy, Upper Limit, Observation"
,EP250207b,EP/WXT,167.495,-7.906,0.045,39266.0,2025-02-07,21:47:56,39266.0,,,,,"39287, 39278, 39266, 39270",,"0.082, 0.074",,"Localization, X-ray, Optical, Redshift; Detection, Localization, X-ray, Optical, Spectroscopy, Redshift, Host Galaxy, Upper Limit; Detection, Localization, X-ray, Spectroscopy, Observation; Detection, X-ray, Optical, Redshift"
,EP250207a,EP/WXT,356.902,27.027,0.0366666666666666,39224.0,2025-02-07,15:51:17,39224.0,,,,,"39224, 39218",,0.07,,"Detection, Localization, X-ray, Spectroscopy, Observation; Detection, X-ray, Optical, Redshift"
,EP250125a,EP/WXT,175.364,-21.708,0.0383333333333333,39028.0,2025-01-25,02:36:19,39028.0,74.0,,39028.0,,"39027, 39028",,2.89,,"Detection, Localization, X-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, X-ray, Optical, Spectroscopy, Observation"
,EP250111a,EP/WXT,97.1809,56.8983,0.0055555555555555,38905.0,2025-01-11,01:20:24,38905.0,83.0,,38905.0,,38905,,,,"Detection, X-ray, Spectroscopy, Observation"
,EP250109a,EP/WXT,88.806,-12.5,0.05,38864.0,2025-01-09,06:17:58,38864.0,,,,,38864,,,,"Detection, Localization, X-ray, Observation"
,EP250108a,EP/WXT,55.623,-22.509,0.0366666666666666,38861.0,2025-01-08,12:30:28.340000,38861.0,,,,,"38909, 38914, 39037, 38970, 38908, 38878, 38861",,"0.176, 0.882",,"Detection, Localization, X-ray, Optical, Spectroscopy, Redshift, Upper Limit, Observation; Detection, X-ray, Optical, Redshift, Observation; Detection, Refined Localization, X-ray, Spectroscopy, Redshift, Upper Limit; Localization, X-ray, Optical, Radio, Redshift, Upper Limit, Observation; Detection, Refined Localization, X-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, X-ray, Optical, Redshift, Host Galaxy, Observation; Detection, Localization, X-ray, Spectroscopy, Observation"
,EP250101a,EP/WXT,85.575,0.352,0.05333333333333334,38778.0,2025-01-01,05:52:21,38778.0,2500.0,,38778.0,VL,38778,,,,
,EP241231b,EP/WXT,100.064,16.171,0.0433333333333333,38778.0,2024-12-31,19:27:29,38778.0,,,,,38778,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Timing, Observation"
,EP241223a,EP/WXT,74.804,7.11,0.055,38660.0,2024-12-23,07:21:23,38660.0,,,,,38660,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP241217a,EP/WXT,46.9398,30.9299,0.0466666666666666,38586.0,2024-12-17,05:36:03,38586.0,,,,,"38593, 38596, 38624, 38586, 38615",,"4.59, 4.6",,"Detection, Optical, Spectroscopy, Redshift; Detection, Localization, X-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Refined Localization, X-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, X-ray, Observation; Detection, Localization, X-ray, Optical, Redshift, Observation"
,EP241213a,EP/WXT,116.182,35.271,0.0466666666666666,38554.0,2024-12-13,02:17:15,38554.0,,,,,38554,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP241208a,EP/WXT,127.812,49.082,0.0666666666666666,38477.0,2024-12-08,16:36:13,38477.0,50.0,,38477.0,,"38513, 38477",0.5-10 keV,0.5,,"Detection, Localization, X-ray, Spectroscopy, Redshift, Observation; Detection, Localization, X-ray, Spectroscopy, Observation"
,EP241206a,EP/WXT,34.702,38.914,0.063,38457.0,2024-12-06,16:34:47,38457.0,400.0,,38457.0,,38457,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP241202b,EP/WXT,45.302,2.441,0.0433333333333333,38426.0,2024-12-02,15:12:55,38426.0,,,,,38426,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP241201a,EP/WXT,282.596,66.081,0.03905,38415.0,2024-12-01,20:59:16,38415.0,230.0,,38415.0,,"38418, 38415",,0.313,,"Detection, Localization, X-ray, Optical, Redshift, Host Galaxy, Observation; Detection, Localization, X-ray, Spectroscopy, Observation"
,EP241126a,EP/WXT,33.744,11.705,0.0404833333333333,38335.0,2024-11-26,19:39:41,38335.0,,,,,38335,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP241125a,EP/WXT,48.561,37.677,0.0441666666666666,38318.0,2024-11-25,00:06:06,38318.0,,,,,38318,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP241119a,EP/WXT,84.116,3.832,0.0383333333333333,38281.0,2024-11-19,17:53:20,38281.0,200.0,,38281.0,,38281,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP241115a,EP/WXT,19.416,-17.954,0.0433333333333333,38239.0,2024-11-15,05:47:20,38239.0,500.0,,38239.0,,38239,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP241113a,EP/WXT,131.9964,52.3815,0.0027777777777777,38211.0,2024-11-13,19:09:19,38211.0,,,,,"38233, 38449, 38248, 38211, 38659",,"0.115, 1.53, 1.5",,"Localization, X-ray, Optical, Redshift, Observation; Detection, Localization, X-ray, Optical, Spectroscopy, Redshift, Host Galaxy, Observation; Detection, Localization, X-ray, Redshift, Observation; Detection, Localization, X-ray, Spectroscopy, Observation; Detection, Localization, Optical, Radio, Redshift, Upper Limit, Observation"
,EP241109a,EP/WXT,18.3599,0.0184,0.0041666666666666,38140.0,2024-11-09,06:01:55,38140.0,,,,,38140,,,,"Detection, Localization, X-ray, Observation"
,EP241107a,EP/WXT,35.0085,3.3329,0.0027777777777777,38112.0,2024-11-07,14:10:23,38112.0,,,,,"38112, 38126, 38131, 38122",,"0.456, 0.4355",,"Detection, Localization, X-ray, Observation; Detection, X-ray, Optical, Redshift, Host Galaxy, Observation; Detection, Spectroscopy, Redshift, Observation"
,EP241103a,EP/WXT,27.7572,18.9587,0.0055555555555555,38051.0,2024-11-03,01:24:37,38051.0,,,,,38051,,,,"Detection, X-ray, Observation"
,EP241101a,EP/WXT,37.763,22.731,0.0466666666666666,38039.0,2024-11-01,23:52:49,38039.0,,,,,38039,,,,"Detection, Localization, X-ray, Spectroscopy, Upper Limit, Observation"
,EP241026b,EP/WXT,56.403,41.031,0.0483333333333333,37902.0,2024-10-26,18:14:30,37902.0,100.0,,37902.0,,37902,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP241021a,EP/WXT,28.852,5.957,0.04,37834.0,2024-10-21,05:07:56,37834.0,100.0,,37834.0,,"38294, 37852, 37834, 37858",0.5-4 keV,"0.748, 0.75",,"Detection, Optical, Spectroscopy, Redshift, Upper Limit, Observation; Detection, X-ray, Optical, Redshift, Observation; Detection, Localization, X-ray, Spectroscopy, Observation; Detection, Gamma-ray, X-ray, Optical, Spectroscopy, Redshift, Host Galaxy, Observation"
,EP240919a,EP/WXT,334.2797,-9.7362,0.0055555555555555,37561.0,2024-09-19,14:47:40,37561.0,,,,,37561,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240918c,EP/WXT,281.338,-13.167,0.03833333333333333,37555.0,2024-09-18,18:06:47,37555.0,100.0,,37555.0,L,37555,,,,
,EP240918b,EP/WXT,258.66,66.739,0.0483333333333333,37555.0,2024-09-18,15:40:00,37555.0,,,,,37555,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240918a,EP/WXT,289.3937,46.1281,0.0055555555555555,37541.0,2024-09-18,11:24:37,37541.0,,,,,37541,,,,"Detection, X-ray, Observation"
,EP240913a,EP/WXT,16.681,16.75,0.0416666666666666,37492.0,2024-09-13,11:39:33,37492.0,1100.0,,37492.0,,"37492, 37497",0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240908a,EP/WXT,14.0031,8.0735,0.0027777777777777,37432.0,2024-09-08,18:49:05,37432.0,,,,,37432,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240820a,EP/WXT,16.221,-34.698,0.035,37214.0,2024-08-20,00:54:47,37214.0,,,,,37214,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240816b,EP/WXT,16.013,15.398,0.0555,37185.0,2024-08-16,01:44:27,37185.0,,,,,37185,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240816a,EP/WXT,292.925,-54.412,0.0443333333333333,37188.0,2024-08-16,03:28:42,37188.0,,,,,37188,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240807a,EP/WXT,300.97,-68.777,0.0416666666666666,37088.0,2024-08-07,05:42:48,37088.0,,,,,37088,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240806a,EP/WXT,11.491,5.091,0.035,37063.0,2024-08-06,04:47:53.900000,37063.0,,,,,"37063, 37087",,2.818,,"Detection, Localization, X-ray, Spectroscopy, Observation; Detection, Localization, X-ray, Optical, Spectroscopy, Redshift, Observation"
,EP240804a,EP/WXT,337.644,-39.121,0.0666666666666666,37034.0,2024-08-04,21:36:53,37034.0,,,,,"37039, 37034",,3.662,,"Detection, Localization, X-ray, Redshift; Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240802a,EP/WXT,287.807,-2.3125,0.0027777777777777,37019.0,2024-08-02,10:32:52,37019.0,,,,,37019,,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240801a,EP/WXT,345.14,32.61,0.04,36997.0,2024-08-01,09:06:03,36997.0,,,,,"37013, 37146, 37228, 36997",,"1.673, 0.995",,"Detection, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240708a,EP/WXT,345.963,-22.84,0.05,36838.0,2024-07-08,23:28:23,36838.0,,,,,36838,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240703c,EP/WXT,289.264,-30.325,0.05,36818.0,2024-07-03,18:15:00,36818.0,,,,,36818,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240703b,EP/WXT,279.539,-57.401,0.05,36810.0,2024-07-03,05:24:26,36810.0,600.0,,36810.0,,36810,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240703a,EP/WXT,273.803,-9.681,0.05,36807.0,2024-07-03,00:38:40,36807.0,300.0,,36807.0,,36807,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP240702a,EP/WXT,328.203,-38.98,0.05,36801.0,2024-07-02,00:50:05,36801.0,,,,,36801,0.5-4 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation"
,EP J120944.2+585060,EP/FXT,182.4341,58.8499,0.002777777777777778,39834.0,2025-03-18,15:23:50,39834.0,,,39834.0,,39834,0.5-10 keV,,,
