GRB,EP,Instrument,RA_deg,Dec_deg,Error_deg,po_CircularID,TriggerDate,TriggerTime,time_CircularID,T90_s,T90_err_s,T90_CircularID,GRBType,CircularID,EnergyBand,redshift,z_CircularID,Comment,CircularType
GRB 250804A,,Fermi/GBM,114.09,42.02,19.32,41228,2025-08-04,11:38:03.480000,41228,,,,S?,41228,,,,,"Detection, Localization, Gamma-ray"
GRB 250728A,,"Swift/BAT, Fermi/GBM",260.945,16.2049,0.05,41185,2025-07-28,09:25:45.570000,41190,0.6,,41190.0,S,"41185, 41190",10-1000 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250725A,,"SVOM/GRM, Swift/BAT, AstroSat/CZTI, Konus-Wind, Fermi/GBM, Fermi/LAT",35.459,-82.786,0.0166666666666666,41167,2025-07-25,01:51:34,41150,20.0,,41152.0,"L, L?","41164, 41167, 41200, 41152, 41166, 41169, 41150, 41161","15-5000 keV, 15-150 keV, 100-500 keV, 10-1000 keV",5.26,"41164, 41170, 41160, 41166, 41169",,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Observation"
GRB 250723B,,Fermi/GBM,358.0,50.6,3.1,41142,2025-07-23,14:45:37,41142,,,,L?,41142,,,,,"Detection, Localization, Gamma-ray"
GRB 250723A,,Fermi/GBM,65.3,38.4,6.2,41140,2025-07-23,13:13:04,41140,,,,L?,41140,,,,,"Detection, Localization, Gamma-ray"
GRB 250722A,,Fermi/GBM,313.5,-63.3,12.6,41135,2025-07-22,11:09:07,41135,,,,L?,41135,,,,,"Detection, Localization, Gamma-ray"
GRB 250721A,,"Fermi/GBM, MAXI/GSC",76.94,-12.37,10.2,41128,2025-07-21,09:37:46.530000,41141,54.0,,41141.0,L?,"41141, 41129, 41128",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, X-ray, Upper Limit; Detection, Localization, Gamma-ray"
GRB 250720B,,Fermi/GBM,92.04,-80.65,5.52,41127,2025-07-20,18:57:10.300000,41127,,,,S?,41127,,,,,"Detection, Localization, Gamma-ray"
GRB 250720A,,Fermi/GBM,69.25,23.87,9.02,41126,2025-07-20,08:13:44.040000,41126,,,,L?,41126,,,,,"Detection, Localization, Gamma-ray"
GRB 250718B,,Fermi/GBM,213.5,1.7,11.2,41118,2025-07-18,07:05:40,41117,,,,S?,"41117, 41118",,,,,"Detection, Localization, Gamma-ray"
GRB 250718A,,Swift/BAT,241.998,-11.993,0.05,41115,2025-07-18,00:14:02,41115,,,,S,41115,,,,,"Detection, Gamma-ray, X-ray, Optical, Timing"
GRB 250717B,,"Fermi/GBM, Swift/BAT, SVOM/GRM",44.1179,26.3789,0.05,41110,2025-07-17,13:44:22,41107,6.4,,41111.0,L?,"41107, 41110, 41133, 41111","15-5000 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250717A,,Fermi/GBM,22.9,3.5,2.9,41105,2025-07-17,03:48:11,41105,,,,L?,41105,,,,,"Detection, Localization, Gamma-ray"
GRB 250716A,,"Konus-Wind, Fermi/GBM",65.72,-48.56,1.0,41102,2025-07-16,01:29:06,41099,235.0,,41109.0,"L, L?","41109, 41102, 41099",10-1000 keV,0.98,41103,,"Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250715A,,Fermi/GBM,205.4,41.2,4.3,41097,2025-07-15,14:54:18,41097,,,,L?,41097,,,,,"Detection, Localization, Gamma-ray"
GRB 250714A,,"SVOM/GRM, Fermi/GBM",94.7,-21.2,2.7,41088,2025-07-14,07:15:13,41088,21.6,10.2,41101.0,L?,"41101, 41088",15-500 keV,,,,"Detection, Localization, Gamma-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250711A,,"SVOM/GRM, Fermi/GBM",261.2,44.9,1.2,41064,2025-07-11,14:40:12,41065,38.5,4.0,41072.0,L?,"41072, 41065, 41064",15-5000 keV,,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray"
GRB 250709A,,Fermi/GBM,303.29,34.66,4.56,41051,2025-07-09,15:39:54.990000,41051,,,,L?,41051,,,,,"Detection, Localization, Gamma-ray"
GRB 250708A,,Fermi/GBM,255.1,13.0,5.0,41028,2025-07-08,14:52:02,41028,,,,L?,41028,,,,,"Detection, Localization, Gamma-ray"
GRB 250706C,,"Konus-Wind, IPN",342.841,-8.288,63.671,41041,2025-07-06,16:45:22,41041,50.0,,41013.0,L,"41013, 41041",5-20 keV,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Timing"
GRB 250706A,EP250706a,Swift/BAT,284.011,32.327,0.0283333333333333,41083,2025-07-06,15:48:30.960000,40988,35.0,,40988.0,,"41083, 40988",15-150 keV,,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit"
GRB 250704B,EP250704a,"IPN, CALET, Konus-Wind, Insight-HXMT/HE, SVOM/GRM",300.88,12.053,,41050,2025-07-04,08:16:26.880000,41025,0.28,0.03,41025.0,S,"41050, 41025, 40972, 40978, 40940",15-5000 keV,0.661,"40966, 40972, 41038",,"Detection, Localization, Gamma-ray, Timing, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing, Observation"
GRB 250703A,,"IPN, Konus-Wind, Fermi/GBM, EIRSAT-1/GMOD",337.6,26.1,1.2,40909,2025-07-03,09:07:31,40976,4.5,,40977.0,"L, L?","40976, 40977, 40909, 40984",,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250702F,,"Swift/BAT, Fermi/GBM, Konus-Wind",212.942,16.739,0.0166666666666666,41082,2025-07-02,21:06:43,40892,70.0,,40894.0,"L?, L","40894, 40927, 40892, 40948, 41082","10-1000 keV, 15-150 keV",1.52,"40927, 40928, 40948, 40901",,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250702E,,Fermi/GBM,286.8,-17.7,11.6,40890,2025-07-02,16:21:33,40890,,,,L?,40890,,,,,"Detection, Localization, Gamma-ray"
GRB 250702D,EP250702a,"SVOM/GRM, Fermi/GBM, Swift/BAT, MAXI/GSC, Konus-Wind",286.0,-8.7,7.8,40883,2025-07-02,12:59:00,40910,8.192,,40903.0,"L?, L, S","40923, 40886, 40903, 40891, 40931, 40910, 40883, 40914",,,,,"Detection, Localization, Refined Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Observation; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Observation"
GRB 250702C,,Fermi/GBM,270.3,1.4,12.7,40885,2025-07-02,14:49:31,40885,,,,L?,40885,,,,,"Detection, Localization, Gamma-ray"
GRB 250702A,,"CALET, GECAM-B, Fermi/GBM, Insight-HXMT/HE",317.8,48.1,1.1,40881,2025-07-02,09:54:05.810000,40932,10.5,0.6,40932.0,"L, L?, S","40932, 40922, 40887, 40881, 40954, 40882",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy"
GRB 250628C,,Fermi/GBM,169.9,-6.9,3.7,40864,2025-06-28,19:15:16,40864,,,,L?,40864,,,,,"Detection, Localization, Gamma-ray"
GRB 250628A,,Swift/BAT,38.539,-38.082,0.025,41081,2025-06-28,00:55:56.710000,40853,64.0,11.0,41081.0,,"41081, 40853",15-150 keV,,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Upper Limit"
GRB 250627A,,"Konus-Wind, Insight-HXMT/HE, SVOM/GRM, IPN",90.764,10.097,,40888,2025-06-27,16:46:17.861000,40889,1.1,,40889.0,S,"40889, 40872, 40871, 40888",15-5000 keV,,,,"Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250626A,,Fermi/GBM,35.5,-6.6,19.9,40845,2025-06-26,22:13:53,40845,,,,S?,40845,,,,,"Detection, Localization, Gamma-ray"
GRB 250625A,,"Fermi/GBM, Swift/BAT, GECAM-B, Fermi/LAT",261.517,22.245,0.0316666666666666,40852,2025-06-25,16:04:56,40825,8.0,,40825.0,L?,"40833, 40825, 40852, 40841, 40824, 40836","10-1000 keV, 15-150 keV",0.655,"40846, 40860",,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Observation"
GRB 250624A,,Fermi/GBM,10.6,16.6,5.3,40817,2025-06-24,19:36:21,40817,,,,L?,40817,,,,,"Detection, Localization, Gamma-ray"
GRB 250623A,,Fermi/GBM,233.4,-6.0,10.2,40814,2025-06-23,16:11:12,40814,,,,L?,40814,,,,,"Detection, Localization, Gamma-ray"
GRB 250621B,,SVOM/GRM,273.9,-24.8,2.9,40808,2025-06-21,09:13:47.100000,40808,0.11,0.03,40808.0,S,40808,15-5000 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 250621A,,Fermi/GBM,129.7,-25.1,1.9,40801,2025-06-21,01:14:55,40801,,,,L?,40801,,,,,"Detection, Localization, Gamma-ray"
GRB 250620C,,"SVOM/GRM, Konus-Wind, Fermi/GBM, IPN, AstroSat/CZTI",142.6,55.0,1.0,40794,2025-06-20,16:07:06.172000,40810,39.0,,40810.0,"L, L?","40807, 40810, 40794, 40809, 40799, 40819","15-5000 keV, 10-1000 keV, 20-200 keV",,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing"
GRB 250620B,,"Fermi/GBM, Swift/BAT",67.1,-30.2,6.0,40792,2025-06-20,13:22:56,40792,23.0,,40829.0,L?,"40829, 40792, 40800",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250620A,,"Fermi/GBM, SVOM/GRM, Swift/BAT, AstroSat/CZTI",46.2,65.8,6.2,40791,2025-06-20,08:05:18,40791,12.0,,40805.0,"S?, S","40791, 40806, 40796, 40805, 40822","15-5000 keV, 10-1000 keV, 20-200 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing"
GRB 250619B,,"Fermi/GBM, Swift/BAT",25.4,-24.8,13.4,40788,2025-06-19,23:36:17,40788,29.0,,40802.0,L?,"40788, 40795, 40802",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250619A,,Fermi/GBM,35.1,27.0,3.9,40784,2025-06-19,15:14:36,40784,,,,L?,40784,,,,,"Detection, Localization, Gamma-ray"
GRB 250617B,,"Swift/BAT, Fermi/GBM",332.883,32.721,0.0316666666666666,40812,2025-06-17,21:01:28.190000,40766,32.0,,40766.0,L?,"40760, 40763, 40766, 40812","10-1000 keV, 15-150 keV",1.396,"40776, 40823",,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250617A,,Fermi/GBM,354.8,35.4,2.6,40758,2025-06-17,16:09:13,40758,,,,L?,40758,,,,,"Detection, Localization, Gamma-ray"
GRB 250615A,EP250615a,"AstroSat/CZTI, Konus-Wind, Swift/BAT",290.384,4.679,0.0166666666666666,40765,2025-06-15,22:25:17.500000,40752,22.0,15.0,40752.0,L,"40752, 40753, 40736, 40765","20-200 keV, 15-150 keV",,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250614A,,Fermi/GBM,343.1,54.6,1.0,40728,2025-06-14,12:18:05,40728,,,,L?,40728,,,,,"Detection, Localization, Gamma-ray"
GRB 250612C,,"Fermi/GBM, GRID, Konus-Wind, IPN, SVOM/GRM",118.9,18.8,1.1,40706,2025-06-12,14:53:11.512000,40746,1.3,,40746.0,"L?, L, S","40704, 40706, 40732, 40746, 40713, 40757, 40708","10-1000 keV, 15-5000 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250612B,EP250612a,Fermi/GBM,231.28,-29.05,2.0,40702,2025-06-12,12:27:56,40701,10.8,,40717.0,L?,"40701, 40702, 40717",10-1000 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Observation"
GRB 250612A,,Swift/BAT,250.903,-38.902,0.05,40694,2025-06-12,01:02:05.820000,40694,5.0,,40694.0,,"40694, 40782",15-150 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, Refined Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 250610C,,Fermi/GBM,26.8,59.7,2.5,40675,2025-06-10,23:11:04,40675,,,,L?,40675,,,,,"Detection, Localization, Gamma-ray"
GRB 250610A,,Fermi/GBM,359.9,65.1,1.0,40668,2025-06-10,13:48:25,40668,,,,L?,40668,,,,,"Detection, Localization, Gamma-ray"
GRB 250609A,,"Fermi/GBM, Swift/BAT",150.6,-8.4,36.2,40652,2025-06-09,08:47:18,40652,1.0,,40664.0,"S?, S","40664, 40652, 40658",10-1000 keV,,,,"Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250608A,,SVOM/GRM,268.6,-23.0,2.2,40655,2025-06-08,10:43:55.350000,40655,0.11,0.01,40655.0,S,40655,15-5000 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 250607A,,"SVOM/GRM, Fermi/GBM",243.84,-24.71,10.15,40648,2025-06-07,14:00:55.640000,40648,12.6,7.2,40651.0,L?,"40651, 40648",15-5000 keV,,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250606A,,Fermi/GBM,32.3,-78.2,2.8,40640,2025-06-06,04:28:41,40640,,,,L?,40640,,,,,"Detection, Localization, Gamma-ray"
GRB 250605A,,Swift/BAT,166.963,-19.786,0.02,40667,2025-06-05,18:52:31.270000,40633,176.05,5.15,40667.0,L,"40667, 40633",15-150 keV,,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Upper Limit"
GRB 250603A,,Swift/BAT,129.918,-39.268,0.05,40613,2025-06-03,01:10:23,40613,18.0,,40613.0,,40613,,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing"
GRB 250602A,,"GECAM-B, Fermi/GBM, Fermi/LAT",111.9,56.9,0.4,40611,2025-06-02,03:04:31,40602,14.6,,40612.0,L?,"40637, 40602, 40620, 40612, 40611",10-1000 keV,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation"
GRB 250601A,,"Fermi/GBM, Swift/BAT, Konus-Wind",90.0709,-57.2892,0.05,40600,2025-06-01,17:29:35,40621,3.0,,40621.0,"L?, S","40596, 40600, 40621, 40631",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250531A,,Fermi/GBM,170.8,5.4,6.4,40593,2025-05-31,18:02:24,40593,,,,L?,40593,,,,,"Detection, Localization, Gamma-ray"
GRB 250530C,,Swift/BAT,55.146,-22.457,0.03,40609,2025-05-30,18:58:42,40585,42.86,6.04,40609.0,,"40585, 40609",15-150 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Upper Limit; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250530B,,Fermi/GBM,324.9,11.3,1.0,40580,2025-05-30,11:17:18,40580,,,,L?,40580,,,,,"Detection, Localization, Gamma-ray"
GRB 250529B,,Fermi/GBM,149.1,71.6,2.9,40571,2025-05-29,10:58:24,40571,,,,L?,40571,,,,,"Detection, Localization, Gamma-ray"
GRB 250529A,,"IPN, Fermi/GBM",7.1,54.7,4.2,40567,2025-05-29,03:46:16,40629,,,,"L, L?","40629, 40567",,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray"
GRB 250527D,,"CALET, Swift/BAT",,,,40575,2025-05-27,23:38:44.840000,40573,2.048,,40573.0,L,"40575, 40573",,,,,"Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 250527C,,Swift/BAT,319.633,52.737,0.0833333333333333,40563,2025-05-27,13:58:32.410000,40563,8.192,,40563.0,,40563,,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Observation"
GRB 250527B,,MAXI/GSC,222.622,-52.704,0.12,40556,2025-05-27,17:38:05,40556,,,,,40556,,,,,"Detection, Localization, X-ray, Upper Limit"
GRB 250527A,,Fermi/GBM,30.5,15.0,9.7,40555,2025-05-27,17:06:07.260000,40555,,,,L?,40555,,,,,"Detection, Localization, Gamma-ray"
GRB 250523A,,Fermi/GBM,64.4,53.7,2.9,40539,2025-05-23,14:26:23,40539,,,,L?,"40539, 40538",,,,,"Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray"
GRB 250522B,,Fermi/GBM,285.32,-54.3,11.4,40531,2025-05-22,17:08:52.840000,40531,,,,L?,40531,,,,,"Detection, Localization, Gamma-ray"
GRB 250522A,,Fermi/GBM,37.3,-5.4,16.9,40529,2025-05-22,22:01:59,40529,,,,S?,40529,,,,,"Detection, Localization, Gamma-ray"
GRB 250521D,,"SVOM/GRM, Fermi/GBM",281.6,21.3,2.6,40516,2025-05-21,22:21:56,40516,12.1,5.4,40561.0,"L, L?","40561, 40516",15-5000 keV,,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250521C,,Fermi/GBM,105.0,65.63,16.05,40515,2025-05-21,13:31:01.200000,40515,,,,S?,40515,,,,,"Detection, Localization, Gamma-ray"
GRB 250521A,,"Fermi/GBM, GRBAlpha",213.0,30.1,4.6,40508,2025-05-21,04:27:02,40508,21.0,,40541.0,"L?, L","40508, 40541",,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 250520B,,Fermi/GBM,100.6,68.7,4.3,40501,2025-05-20,10:36:02,40501,,,,L?,40501,,,,,"Detection, Localization, Gamma-ray"
GRB 250520A,,"Swift/BAT, Konus-Wind, AstroSat/CZTI, GRBAlpha, CALET, SVOM/GRM",282.265,-11.852,0.0266666666666666,40565,2025-05-20,02:42:16.120000,40497,0.15,0.04,40497.0,S,"40565, 40491, 40512, 40497, 40540, 40519, 40495","15-150 keV, 20-200 keV, 15-5000 keV",,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250516B,,"GRBAlpha, IPN, Konus-Wind, Insight-HXMT/HE, NuSTAR, GECAM-B",137.5,41.4,7.0,40469,2025-05-16,06:31:32,40506,56.0,,40507.0,L,"40496, 40506, 40507, 40489, 40484, 40469",,,,,"Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Timing; Detection; Detection, Localization, Spectroscopy, Timing"
GRB 250516A,,"Swift/BAT, Fermi/GBM, Konus-Wind, AstroSat/CZTI",334.612,-9.12,0.0183333333333333,40487,2025-05-16,14:35:29,40467,30.0,,40467.0,"L?, L","40487, 40473, 40466, 40485, 40475, 40467","15-150 keV, 10-1000 keV, 20-400 keV, 100-500 keV",,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 250515A,,Fermi/GBM,154.35,23.19,7.76,40462,2025-05-15,20:46:21.910000,40462,,,,S?,40462,,0.18,40480,,"Detection, Localization, Gamma-ray"
GRB 250512A,,Fermi/GBM,318.9,76.7,9.5,40436,2025-05-12,12:01:36,40436,,,,L?,40436,,,,,"Detection, Localization, Gamma-ray"
GRB 250511A,,GECAM-B,,,,40457,2025-05-11,00:52:17,40457,1.9,0.7,40457.0,S,40457,,,,,"Detection, Timing"
GRB 250510C,,Fermi/GBM,127.9,13.4,12.8,40424,2025-05-10,22:12:40,40424,,,,S?,40424,,,,,"Detection, Localization, Gamma-ray"
GRB 250510B,,"Fermi/GBM, Swift/BAT",128.93,-24.76,2.39,40418,2025-05-10,06:41:54.060000,40427,35.0,,40427.0,L?,"40418, 40419, 40427",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250509A,,"Swift/BAT, Fermi/GBM",46.451,-38.854,0.0166666666666666,40456,2025-05-09,22:33:29,40406,69.0,,40422.0,L?,"40456, 40407, 40406, 40422","15-150 keV, 10-1000 keV",,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250507B,,"GRBAlpha, AstroSat/CZTI, SVOM/GRM",,,,40441,2025-05-07,09:31:29.176000,40441,1.5,,40441.0,S?,"40441, 40450, 40438","20-200 keV, 15-5000 keV",,,,"Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Timing, Observation"
GRB 250505B,,SVOM/GRM,55.6,-39.0,4.6,40398,2025-05-05,02:10:34,40398,0.26,0.13,40398.0,S,40398,15-5000 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250505A,,Fermi/GBM,104.6,-10.3,3.4,40348,2025-05-05,08:08:39,40348,,,,L?,40348,,,,,"Detection, Localization, Gamma-ray"
GRB 250504A,,"Fermi/GBM, Swift/BAT, EIRSAT-1/GMOD",269.605,-40.345,0.0183333333333333,40357,2025-05-04,23:25:54,40342,60.0,,40343.0,L?,"40342, 40346, 40343, 40357, 40372","10-1000 keV, 15-150 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray"
GRB 250502C,,Fermi/GBM,239.16,-47.34,11.99,40327,2025-05-02,07:23:59.290000,40327,,,,S?,40327,,,,,"Detection, Localization, Gamma-ray"
GRB 250502B,,"Fermi/GBM, AstroSat/CZTI",312.3,14.5,2.3,40314,2025-05-02,10:13:52,40332,17.0,12.0,40332.0,"L?, L","40314, 40332",20-200 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 250430A,EP250430a,"AstroSat/CZTI, Swift/BAT",233.395,-18.101,0.0183333333333333,40356,2025-04-30,17:31:00.280000,40367,20.0,,40292.0,L,"40384, 40367, 40292, 40356","100-500 keV, 20-400 keV, 15-150 keV",0.767,"40301, 40367",,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250427A,EP250427a,Fermi/GBM,,,,40262,2025-04-27,03:38:45,40262,32.0,,40262.0,,40262,,"1.52, 1.519","40488, 40265, 40267, 40274, 40266, 40268",,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy"
