GRB,EP,Instrument,RA_deg,Dec_deg,Error_deg,po_CircularID,TriggerDate,TriggerTime,time_CircularID,T90_s,T90_err_s,T90_CircularID,GRBType,CircularID,EnergyBand,redshift,Comment,CircularType
GRB 250808B,,SVOM,358.829,15.3,0.1866666666666666,41593.0,2025-08-08,08:32:21.850000,41593.0,,,,,41593,,,,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Observation"
GRB 250808A,,"Fermi/GBM, SVOM",63.5525,-22.9041,0.1758333333333333,41297.0,2025-08-08,18:23:46,41297.0,49.0,,41301.0,L?,"41301, 41296, 41297","10-1000 keV, 5-20 keV",,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Observation"
GRB 250807B,,Swift/BAT,15.611,-59.098,0.0333333333333333,41333.0,2025-08-07,15:43:07,41268.0,100.0,,41268.0,,"41268, 41333, 41289",15-150 keV,1.522,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Optical, Spectroscopy, Redshift, Observation"
GRB 250807A,,"SVOM/GRM, Swift/BAT, Konus-Wind, AstroSat/CZTI",51.435,-47.882,0.0166666666666666,41318.0,2025-08-07,10:46:06.700000,41283.0,71.0,7.0,41283.0,L,"41283, 41318, 41262, 41295, 41281","15-5000 keV, 15-150 keV, 20-200 keV",,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Gamma-ray, Timing"
GRB 250806A,,"SVOM/ECLAIRs, SVOM",348.4237,1.3791,0.127,41243.0,2025-08-06,07:58:04,41243.0,20.0,,41243.0,,"41285, 41287, 41288, 41243, 41499, 41250",5-20 keV,"0.3, 0.367","spectroscopic z= 0.367 (#41499), photometric z = 0.51 +/- 0.09 (#41279)","Detection, Localization, Gamma-ray, Optical, Redshift, Host Galaxy, Upper Limit, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Redshift, Host Galaxy, Observation; Detection, Localization, Refined Localization, X-ray, Optical, Spectroscopy, Observation; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Redshift, Host Galaxy, Observation; Detection, Localization, Refined Localization, Gamma-ray, X-ray, Optical, Infrared, Upper Limit"
GRB 250805A,,Swift/BAT,24.124,-81.4,0.0233333333333333,41252.0,2025-08-05,06:09:08,41233.0,30.0,,41233.0,,"41252, 41233",15-150 keV,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Optical, Timing"
GRB 250804C,,AstroSat/CZTI,,,,41237.0,2025-08-04,23:02:29.760000,41237.0,,,,L,41237,100-500 keV,,,"Detection, Gamma-ray, Timing"
GRB 250804B,,"IPN, SVOM/GRM, Insight-HXMT/HE",40.607,-46.768,,41446.0,2025-08-04,04:44:51.600000,41284.0,0.47,0.18,41284.0,S,"41446, 41229, 41284",15-5000 keV,,,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Timing"
GRB 250804A,,Fermi/GBM,114.09,42.02,19.32,41228.0,2025-08-04,11:38:03.480000,41228.0,,,,S?,41228,,,,"Detection, Localization, Gamma-ray"
GRB 250804,,Fermi/GBM,,,,41230.0,2025-08-04,23:08:44,41230.0,,,,,41230,,,,"Detection, Upper Limit, Observation"
GRB 250728A,,"Swift/BAT, Fermi/GBM",260.945,16.2049,0.05,41185.0,2025-07-28,09:25:45.570000,41190.0,0.6,,41190.0,S,"41185, 41190",10-1000 keV,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250728,,Fermi/GBM,,,,41189.0,2025-07-28,20:16:48,41189.0,,,,,41189,,,,"Detection, Upper Limit, Observation"
GRB 250727A,,"SVOM/ECLAIRs, SVOM",355.799,-81.1275,0.1555,41176.0,2025-07-27,10:53:39,41176.0,,,,,"41193, 41176","4-30 keV, 8-50 keV",,,"Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Timing"
GRB 250725A,,"SVOM/GRM, Swift/BAT, AstroSat/CZTI, Konus-Wind, Fermi/GBM",35.459,-82.786,0.0166666666666666,41167.0,2025-07-25,01:51:34,41150.0,20.0,,41152.0,"L, L?","41164, 41167, 41170, 41200, 41152, 41160, 41166, 41169, 41150","15-5000 keV, 15-150 keV, 100-500 keV, 10-1000 keV",5.26,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Refined Localization, X-ray, Spectroscopy, Redshift, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Host Galaxy, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray"
GRB 250723B,,Fermi/GBM,358.0,50.6,3.1,41142.0,2025-07-23,14:45:37,41142.0,,,,L?,41142,,,,"Detection, Localization, Gamma-ray"
GRB 250723A,,Fermi/GBM,65.3,38.4,6.2,41140.0,2025-07-23,13:13:04,41140.0,,,,L?,41140,,,,"Detection, Localization, Gamma-ray"
GRB 250722A,,Fermi/GBM,313.5,-63.3,12.6,41135.0,2025-07-22,11:09:07,41135.0,,,,L?,41135,,,,"Detection, Localization, Gamma-ray"
GRB 250721A,,"Fermi/GBM, MAXI/GSC",76.94,-12.37,10.2,41128.0,2025-07-21,09:37:46.530000,41141.0,54.0,,41141.0,L?,"41141, 41129, 41128",10-1000 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, X-ray, Upper Limit; Detection, Localization, Gamma-ray"
GRB 250720B,,Fermi/GBM,92.04,-80.65,5.52,41127.0,2025-07-20,18:57:10.300000,41127.0,,,,S?,41127,,,,"Detection, Localization, Gamma-ray"
GRB 250720A,,Fermi/GBM,69.25,23.87,9.02,41126.0,2025-07-20,08:13:44.040000,41126.0,,,,L?,41126,,,,"Detection, Localization, Gamma-ray"
GRB 250720,,Fermi/GBM,,,,41125.0,2025-07-20,21:23:31,41125.0,,,,,41125,,,,"Detection, Upper Limit, Observation"
GRB 250718B,,Fermi/GBM,213.5,1.7,11.2,41118.0,2025-07-18,07:05:40,41117.0,,,,S?,"41117, 41118",,,,"Detection, Localization, Gamma-ray"
GRB 250718A,,Swift/BAT,241.998,-11.993,0.05,41115.0,2025-07-18,00:14:02,41115.0,,,,,41115,,,,"Detection, Gamma-ray, X-ray, Optical, Timing"
GRB 250717B,,"Fermi/GBM, Swift/BAT, SVOM/GRM",44.1179,26.3789,0.05,41110.0,2025-07-17,13:44:22,41107.0,6.4,,41111.0,L?,"41107, 41110, 41133, 41111","15-5000 keV, 10-1000 keV",,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250717A,,Fermi/GBM,22.9,3.5,2.9,41105.0,2025-07-17,03:48:11,41105.0,,,,L?,41105,,,,"Detection, Localization, Gamma-ray"
GRB 250716A,,"Konus-Wind, Fermi/GBM",65.72,-48.56,1.0,41102.0,2025-07-16,01:29:06,41099.0,235.0,,41109.0,"L, L?","41109, 41103, 41102, 41099",10-1000 keV,0.98,,"Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Redshift, Host Galaxy, Observation; Detection, Localization, Gamma-ray"
GRB 250715A,,Fermi/GBM,205.4,41.2,4.3,41097.0,2025-07-15,14:54:18,41097.0,,,,L?,41097,,,,"Detection, Localization, Gamma-ray"
GRB 250714A,,"SVOM/GRM, Fermi/GBM",94.7,-21.2,2.7,41088.0,2025-07-14,07:15:13,41088.0,21.6,10.2,41101.0,L?,"41101, 41088",15-500 keV,,,"Detection, Localization, Gamma-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250713A,,"SVOM/ECLAIRs, SVOM",336.9666,38.7686,0.0973333333333333,41078.0,2025-07-13,17:06:02,41078.0,,,,L,"41134, 41078","4-60 keV, 8-120 keV",,,"Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray"
GRB 250711A,,"SVOM/GRM, Fermi/GBM",261.2,44.9,1.2,41064.0,2025-07-11,14:40:12,41065.0,38.5,4.0,41072.0,L?,"41072, 41065, 41064",15-5000 keV,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray"
GRB 250709A,,Fermi/GBM,303.29,34.66,4.56,41051.0,2025-07-09,15:39:54.990000,41051.0,,,,L?,41051,,,,"Detection, Localization, Gamma-ray"
GRB 250708A,,Fermi/GBM,255.1,13.0,5.0,41028.0,2025-07-08,14:52:02,41028.0,,,,L?,41028,,,,"Detection, Localization, Gamma-ray"
GRB 250706C,,"Konus-Wind, IPN",342.841,-8.288,63.671,41041.0,2025-07-06,16:45:22,41041.0,50.0,,41013.0,L,"41013, 41041",5-20 keV,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Timing"
GRB 250706B,,"Konus-Wind, SVOM, Insight-HXMT/HE",41.1337,-50.1172,0.1315,40989.0,2025-07-06,16:45:22.626000,41027.0,50.0,,41027.0,L,"41022, 41027, 40989, 41049",5-20 keV,0.942,,"Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray, X-ray; Detection, Gamma-ray, X-ray, Timing"
GRB 250706A,EP250706a,"EP/WXT, Swift/BAT",284.011,32.327,0.0283333333333333,41083.0,2025-07-06,15:48:25,41005.0,35.0,,40988.0,,"41005, 41083, 40988",15-150 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit"
GRB 250704B,EP250704a,"IPN, EP/WXT, CALET, Konus-Wind, Insight-HXMT/HE, SVOM/GRM",300.8721,12.023,0.0027777777777777,40956.0,2025-07-04,08:16:26.880000,41025.0,0.28,0.03,41025.0,S,"41050, 40966, 40941, 41025, 40972, 40978, 41038, 40940, 40956",15-5000 keV,0.661,,"Detection, Localization, Gamma-ray, Timing, Observation; Detection, Gamma-ray, X-ray, Optical, Redshift, Observation; Detection, Localization, X-ray, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, X-ray, Optical, Radio, Timing, Redshift, Observation; Detection, Gamma-ray, Timing, Observation; Detection, Refined Localization, X-ray, Optical, Spectroscopy, Observation"
GRB 250704A,,"SVOM/ECLAIRs, Swift/BAT, SVOM",17.1325,-17.2798,0.113,40934.0,2025-07-04,03:42:20,40934.0,8.0,,40934.0,,"41063, 41012, 40953, 40934","4-120 keV, 8-120 keV",1.091,,"Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Redshift, Upper Limit, Observation; Detection, Localization, Gamma-ray, X-ray, Timing"
GRB 250703A,,"IPN, Konus-Wind, Fermi/GBM, EIRSAT-1/GMOD",337.6,26.1,1.2,40909.0,2025-07-03,09:07:31,40976.0,4.5,,40977.0,"L, L?","40976, 40977, 40909, 40984",,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250702F,,"Swift/BAT, Fermi/GBM, Konus-Wind",212.942,16.739,0.0166666666666666,41082.0,2025-07-02,21:06:43,40892.0,70.0,,40894.0,"L?, L","40894, 40927, 40892, 40928, 40948, 40901, 41082","10-1000 keV, 15-150 keV",1.52,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray; Detection, Refined Localization, X-ray, Spectroscopy, Redshift, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Gamma-ray, Optical, Redshift, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250702E,,Fermi/GBM,286.8,-17.7,11.6,40890.0,2025-07-02,16:21:33,40890.0,,,,L?,40890,,,,"Detection, Localization, Gamma-ray"
"GRB 250702D, GRB 250702B",EP250702a,"SVOM/GRM, Fermi/GBM, Swift/BAT, EP/WXT, MAXI/GSC, Konus-Wind",284.7,-7.869,0.04,40906.0,2025-07-02,02:53:44,40906.0,,,,L?,"40923, 40886, 40903, 40906, 40910, 40883, 40914",,,,"Detection, Localization, Refined Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Observation; Detection, Localization, Gamma-ray, X-ray, Observation; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Observation"
GRB 250702C,,Fermi/GBM,270.3,1.4,12.7,40885.0,2025-07-02,14:49:31,40885.0,,,,L?,40885,,,,"Detection, Localization, Gamma-ray"
GRB 250702A,,"CALET, GECAM-B, Fermi/GBM, Insight-HXMT/HE",317.8,48.1,1.1,40881.0,2025-07-02,09:54:05.810000,40932.0,10.5,0.6,40932.0,"L, L?, S","40932, 40922, 40887, 40881, 40954, 40882",10-1000 keV,,,"Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy"
GRB 250628C,,Fermi/GBM,169.9,-6.9,3.7,40864.0,2025-06-28,19:15:16,40864.0,,,,L?,40864,,,,"Detection, Localization, Gamma-ray"
GRB 250628B,,SVOM,333.1563,-45.5663,0.1888333333333333,40862.0,2025-06-28,16:29:10,40862.0,,,,,40862,5-20 keV,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Observation"
GRB 250628A,,Swift/BAT,38.539,-38.082,0.025,41081.0,2025-06-28,00:55:56.710000,40853.0,64.0,11.0,41081.0,,"41081, 40853",15-150 keV,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Upper Limit"
GRB 250627A,,"Konus-Wind, Insight-HXMT/HE, SVOM/GRM, IPN",90.764,10.097,,40888.0,2025-06-27,16:46:17.861000,40889.0,1.1,,40889.0,S,"40889, 40872, 40871, 40888",15-5000 keV,,,"Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250626A,,Fermi/GBM,35.5,-6.6,19.9,40845.0,2025-06-26,22:13:53,40845.0,,,,S?,40845,,,,"Detection, Localization, Gamma-ray"
GRB 250625A,,"Swift/BAT, GECAM-B, Fermi/GBM",261.517,22.245,0.0316666666666666,40852.0,2025-06-25,16:04:56,40825.0,8.0,,40825.0,L?,"40825, 40852, 40841, 40824, 40846, 40860",15-150 keV,0.655,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Redshift, Host Galaxy, Observation; Detection, Localization, Gamma-ray, Optical, Redshift, Host Galaxy, Observation"
GRB 250624A,,Fermi/GBM,10.6,16.6,5.3,40817.0,2025-06-24,19:36:21,40817.0,,,,L?,40817,,,,"Detection, Localization, Gamma-ray"
GRB 250623A,,Fermi/GBM,233.4,-6.0,10.2,40814.0,2025-06-23,16:11:12,40814.0,,,,L?,40814,,,,"Detection, Localization, Gamma-ray"
GRB 250621B,,SVOM/GRM,273.9,-24.8,2.9,40808.0,2025-06-21,09:13:47.100000,40808.0,0.11,0.03,40808.0,S,40808,15-5000 keV,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 250621A,,Fermi/GBM,129.7,-25.1,1.9,40801.0,2025-06-21,01:14:55,40801.0,,,,L?,40801,,,,"Detection, Localization, Gamma-ray"
GRB 250621,,Fermi/GBM,,,,40811.0,2025-06-21,17:10:59,40811.0,,,,,40811,,,,"Detection, Upper Limit, Observation"
GRB 250620C,,"SVOM/GRM, Konus-Wind, Fermi/GBM, IPN, AstroSat/CZTI",142.6,55.0,1.0,40794.0,2025-06-20,16:07:06.172000,40810.0,39.0,,40810.0,"L, L?","40807, 40810, 40794, 40809, 40799, 40819","15-5000 keV, 10-1000 keV, 20-200 keV",,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing"
GRB 250620B,,"Fermi/GBM, Swift/BAT",67.1,-30.2,6.0,40792.0,2025-06-20,13:22:56,40792.0,23.0,,40829.0,L?,"40829, 40792, 40800",10-1000 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250620A,,"Fermi/GBM, SVOM/GRM, Swift/BAT, AstroSat/CZTI",46.2,65.8,6.2,40791.0,2025-06-20,08:05:18,40791.0,12.0,,40805.0,"S?, S","40791, 40806, 40796, 40805, 40822","15-5000 keV, 10-1000 keV, 20-200 keV",,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing"
GRB 250620,,Fermi/GBM,,,,40793.0,2025-06-20,16:09:23,40793.0,,,,,40793,,,,"Detection, Upper Limit, Observation"
GRB 250619B,,"Fermi/GBM, Swift/BAT",25.4,-24.8,13.4,40788.0,2025-06-19,23:36:17,40788.0,29.0,,40802.0,L?,"40788, 40795, 40802",10-1000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250619A,,Fermi/GBM,35.1,27.0,3.9,40784.0,2025-06-19,15:14:36,40784.0,,,,L?,40784,,,,"Detection, Localization, Gamma-ray"
GRB 250619,,Fermi/GBM,,,,40787.0,2025-06-19,21:59:58,40787.0,,,,,40787,,,,"Detection, Upper Limit, Observation"
GRB 250617B,,"Swift/BAT, Fermi/GBM",332.883,32.721,0.0316666666666666,40812.0,2025-06-17,21:01:28.190000,40766.0,32.0,,40766.0,L?,"40776, 40760, 40763, 40766, 40812","10-1000 keV, 15-150 keV",1.396,,"Detection, Gamma-ray, Optical, Redshift, Host Galaxy, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250617A,,Fermi/GBM,354.8,35.4,2.6,40758.0,2025-06-17,16:09:13,40758.0,,,,L?,40758,,,,"Detection, Localization, Gamma-ray"
GRB 250617,,Fermi/GBM,,,,40770.0,2025-06-17,05:34:46,40770.0,,,,,40770,,,,"Detection, Upper Limit, Observation"
GRB 250616,,Fermi/GBM,,,,40742.0,2025-06-16,08:33:01,40742.0,,,,,40742,,,,"Detection, Upper Limit, Observation"
GRB 250615A,EP250615a,"AstroSat/CZTI, Konus-Wind, EP/WXT, Swift/BAT",290.384,4.679,0.0166666666666666,40765.0,2025-06-15,22:25:17,40743.0,55.0,,40736.0,L,"40752, 40753, 40743, 40736, 40765","20-200 keV, 15-150 keV",,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Observation; Detection, Localization, X-ray, Spectroscopy, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250615,,Fermi/GBM,,,,40734.0,2025-06-15,22:10:13,40734.0,,,,,40734,,,,"Detection, Upper Limit, Observation"
GRB 250614A,,Fermi/GBM,343.1,54.6,1.0,40728.0,2025-06-14,12:18:05,40728.0,,,,L?,40728,,,,"Detection, Localization, Gamma-ray"
GRB 250613,,Fermi/GBM,,,,40722.0,2025-06-13,16:50:10,40722.0,,,,,40722,,,,"Detection, Upper Limit, Observation"
GRB 250612D,,SVOM/ECLAIRs,,,,40816.0,2025-06-12,10:27:22,40816.0,,,,,40816,4-20 keV,,,"Detection, Refined Localization, Gamma-ray, Optical, Spectroscopy, Timing"
GRB 250612C,,"Fermi/GBM, GRID, Konus-Wind, IPN, SVOM/GRM",118.9,18.8,1.1,40706.0,2025-06-12,14:53:11.512000,40746.0,1.3,,40746.0,"L?, L, S","40704, 40706, 40732, 40746, 40713, 40757, 40708","10-1000 keV, 15-5000 keV",,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250612B,EP250612a,"Fermi/GBM, EP/WXT",229.6534,-26.7673,0.0027777777777777,40720.0,2025-06-12,12:27:38,40720.0,35.0,,40720.0,L?,"40701, 40702, 40717, 40700, 40720",10-1000 keV,,,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Observation; Detection, Localization, X-ray, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Observation"
GRB 250612A,,Swift/BAT,250.903,-38.902,0.05,40694.0,2025-06-12,01:02:05.820000,40694.0,5.0,,40694.0,,"40694, 40782",15-150 keV,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, Refined Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 250612,,Fermi/GBM,,,,40715.0,2025-06-12,22:18:18,40715.0,,,,,40715,,,,"Detection, Upper Limit, Observation"
GRB 250610C,,Fermi/GBM,26.8,59.7,2.5,40675.0,2025-06-10,23:11:04,40675.0,,,,L?,40675,,,,"Detection, Localization, Gamma-ray"
GRB 250610B,,"Fermi/GBM, SVOM/GRM, SVOM/ECLAIRs, SVOM",200.1831,31.1028,0.0536666666666666,40671.0,2025-06-10,16:32:58,40683.0,94.0,14.0,40683.0,,"40682, 40683, 40695, 40692, 40671","15-5000 keV, 4-120 keV, 8-50 keV",,,"Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Timing, Observation"
GRB 250610A,,Fermi/GBM,359.9,65.1,1.0,40668.0,2025-06-10,13:48:25,40668.0,,,,L?,40668,,,,"Detection, Localization, Gamma-ray"
GRB 250609A,,"Fermi/GBM, Swift/BAT",150.6,-8.4,36.2,40652.0,2025-06-09,08:47:18,40652.0,1.0,,40664.0,"S?, S","40664, 40652, 40658",10-1000 keV,,,"Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250608A,,SVOM/GRM,268.6,-23.0,2.2,40655.0,2025-06-08,10:43:55.350000,40655.0,0.11,0.01,40655.0,S,40655,15-5000 keV,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 250608,,Fermi/GBM,,,,40659.0,2025-06-08,04:32:01,40659.0,,,,,40659,,,,"Detection, Upper Limit, Observation"
GRB 250607A,,"SVOM/GRM, Fermi/GBM",243.84,-24.71,10.15,40648.0,2025-06-07,14:00:55.640000,40648.0,12.6,7.2,40651.0,L?,"40651, 40648",15-5000 keV,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250606A,,Fermi/GBM,32.3,-78.2,2.8,40640.0,2025-06-06,04:28:41,40640.0,,,,L?,40640,,,,"Detection, Localization, Gamma-ray"
GRB 250606,,Fermi/GBM,,,,40636.0,2025-06-06,01:57:29,40636.0,,,,,40636,,,,"Detection, Upper Limit, Observation"
GRB 250605A,,Swift/BAT,166.963,-19.786,0.02,40667.0,2025-06-05,18:52:31.270000,40633.0,176.05,5.15,40667.0,L,"40667, 40633",15-150 keV,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Upper Limit"
GRB 250603A,,Swift/BAT,129.918,-39.268,0.05,40613.0,2025-06-03,01:10:23,40613.0,18.0,,40613.0,,40613,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing"
GRB 250603,,Fermi/GBM,,,,40617.0,2025-06-03,10:16:44,40617.0,,,,,40617,,,,"Detection, Upper Limit, Observation"
GRB 250602A,,"GECAM-B, Fermi/GBM, Fermi/LAT",111.9,56.9,0.4,40611.0,2025-06-02,03:04:31,40602.0,14.6,,40612.0,L?,"40637, 40602, 40612, 40611",10-1000 keV,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation"
GRB 250601A,,"Fermi/GBM, Swift/BAT, Konus-Wind",90.0709,-57.2892,0.05,40600.0,2025-06-01,17:29:35,40596.0,0.8,,40631.0,"L?, S","40596, 40600, 40631",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250601,,Fermi/GBM,,,,40601.0,2025-06-01,00:04:51,40601.0,,,,,40601,,,,"Detection, Upper Limit, Observation"
GRB 250531A,,Fermi/GBM,170.8,5.4,6.4,40593.0,2025-05-31,18:02:24,40593.0,,,,L?,40593,,,,"Detection, Localization, Gamma-ray"
GRB 250530C,,Swift/BAT,55.146,-22.457,0.03,40609.0,2025-05-30,18:58:42,40585.0,42.86,6.04,40609.0,,"40585, 40609",15-150 keV,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Upper Limit; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250530B,,Fermi/GBM,324.9,11.3,1.0,40580.0,2025-05-30,11:17:18,40580.0,,,,L?,40580,,,,"Detection, Localization, Gamma-ray"
